NSN,Course_Code,Faculty,Academic_Year,Term,Start_Date,End_Date,EFTS,Funding_Code,Completion_Status,Delivery_Mode
1000003948,PSYC101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-06,0.125,S02,Passed,On-campus
1000003948,NURS101,Health Sciences,2024,T1,2024-02-18,2024-06-15,0.25,S09,Withdrew,Online
1000003949,COMP101,Science & Technology,2024,T1,2024-02-18,2024-06-16,0.125,S02,Passed,Online
1000003949,MAOR101,Arts & Social Sciences,2024,FY,2024-02-17,2024-11-09,0.125,S02,Withdrew,On-campus
1000003949,ACCT101,Business & Economics,2024,T2,2024-07-07,2024-11-05,0.125,S03,Passed,On-campus
1000003950,ACCT101,Business & Economics,2024,T2,2024-07-06,2024-11-06,0.125,S03,Passed,On-campus
1000003950,MAOR101,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-05,0.125,S03,Passed,Online
1000003951,PSYC101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-08,0.125,S02,Passed,Online
1000003951,ACCT101,Business & Economics,2024,FY,2024-02-22,2024-11-07,0.125,S02,Withdrew,On-campus
1000003951,ENGI301,Science & Technology,2024,FY,2024-02-17,2024-11-07,0.25,S13,Failed,On-campus
1000003952,BUS101,Business & Economics,2024,T1,2024-02-17,2024-06-16,0.125,S03,In Progress,On-campus
1000003953,FDTN001,Foundation Studies,2024,T2,2024-07-11,2024-11-07,0.25,S02,In Progress,On-campus
1000003953,ENGL101,Arts & Social Sciences,2024,FY,2024-02-19,2024-11-06,0.125,S02,Passed,On-campus
1000003954,FDTN001,Foundation Studies,2024,T2,2024-07-05,2024-11-06,0.25,S05,Withdrew,Online
1000003954,FDTN002,Foundation Studies,2024,T1,2024-02-21,2024-06-11,0.125,S05,Passed,Online
1000003955,NURS101,Health Sciences,2024,T2,2024-07-06,2024-11-07,0.25,S02,Withdrew,Blended
1000003955,ACCT101,Business & Economics,2024,T2,2024-07-11,2024-11-07,0.125,S02,In Progress,On-campus
1000003956,EDUC301,Education,2024,T1,2024-02-22,2024-06-13,0.125,S02,In Progress,Blended
1000003956,ENGI301,Science & Technology,2024,T2,2024-07-05,2024-11-06,0.25,S13,Failed,Online
1000003957,DATA201,Science & Technology,2024,T1,2024-02-21,2024-06-16,0.125,S02,Passed,On-campus
1000003957,PHAR301,Health Sciences,2024,T1,2024-02-19,2024-06-15,0.125,S02,Passed,Online
1000003958,HLTH201,Health Sciences,2024,T1,2024-02-22,2024-06-17,0.125,S02,Passed,On-campus
1000003958,PSYC101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-08,0.125,S03,In Progress,Online
1000003958,MBA501,Business & Economics,2024,T3,2024-11-12,2024-12-20,0.25,S03,In Progress,On-campus
1000003959,FDTN001,Foundation Studies,2024,T1,2024-02-21,2024-06-15,0.25,S12,Passed,Online
1000003959,STAT101,Science & Technology,2024,T1,2024-02-22,2024-06-11,0.125,S03,Passed,Online
1000003959,EDUC301,Education,2024,T2,2024-07-05,2024-11-07,0.125,S03,Passed,Online
1000003960,ACCT101,Business & Economics,2024,FY,2024-02-19,2024-11-08,0.125,S03,Failed,Blended
1000003960,TEAC401,Education,2024,T2,2024-07-05,2024-11-07,0.25,S05,Withdrew,Blended
1000003960,MIDW101,Health Sciences,2024,T3,2024-11-13,2024-12-21,0.25,S09,Withdrew,On-campus
1000003961,ACCT101,Business & Economics,2024,T2,2024-07-05,2024-11-05,0.125,S02,Withdrew,On-campus
1000003962,HLTH201,Health Sciences,2024,T1,2024-02-19,2024-06-17,0.125,S09,Withdrew,On-campus
1000003963,HIST201,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-05,0.125,S03,In Progress,On-campus
1000003963,ACCT101,Business & Economics,2024,T1,2024-02-18,2024-06-15,0.125,S03,Failed,On-campus
1000003964,EDUC101,Education,2024,FY,2024-02-23,2024-11-10,0.125,S02,Withdrew,On-campus
1000003964,ACCT101,Business & Economics,2024,T1,2024-02-23,2024-06-15,0.125,S02,Passed,On-campus
1000003965,BUS301,Business & Economics,2024,T2,2024-07-09,2024-11-08,0.125,S03,Withdrew,Online
1000003965,ENGL101,Arts & Social Sciences,2024,FY,2024-02-18,2024-11-06,0.125,S02,Passed,On-campus
1000003966,ENGI301,Science & Technology,2024,T1,2024-02-20,2024-06-14,0.25,S03,Passed,On-campus
1000003966,ACCT101,Business & Economics,2024,T1,2024-02-18,2024-06-17,0.125,S02,Passed,Online
1000003967,ENGL101,Arts & Social Sciences,2024,T3,2024-11-09,2024-12-21,0.125,S03,Passed,Online
1000003967,NURS101,Health Sciences,2024,T2,2024-07-09,2024-11-05,0.25,S03,Passed,On-campus
1000003968,PHAR301,Health Sciences,2024,T1,2024-02-22,2024-06-13,0.125,S02,In Progress,On-campus
1000003969,COMP201,Science & Technology,2024,FY,2024-02-17,2024-11-06,0.125,S02,Passed,On-campus
1000003969,BUS101,Business & Economics,2024,FY,2024-02-21,2024-11-11,0.125,S03,Passed,On-campus
1000003970,COMP101,Science & Technology,2024,FY,2024-02-23,2024-11-05,0.125,S02,Passed,On-campus
1000003970,BUS201,Business & Economics,2024,T1,2024-02-22,2024-06-15,0.125,S02,Passed,Online
1000003971,HIST201,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-17,0.125,S03,Passed,On-campus
1000003971,STAT101,Science & Technology,2024,FY,2024-02-21,2024-11-05,0.125,S02,In Progress,Online
1000003971,BUS201,Business & Economics,2024,FY,2024-02-18,2024-11-08,0.125,S02,In Progress,On-campus
1000003972,EDUC101,Education,2024,FY,2024-02-23,2024-11-10,0.125,S05,Passed,Online
1000003972,ENGI301,Science & Technology,2024,FY,2024-02-18,2024-11-05,0.25,S13,In Progress,Blended
1000003973,ENGI301,Science & Technology,2024,T2,2024-07-10,2024-11-07,0.25,S03,Passed,On-campus
1000003973,FDTN002,Foundation Studies,2024,FY,2024-02-18,2024-11-08,0.125,S02,Passed,Online
1000003973,HIST201,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-11,0.125,S02,Withdrew,On-campus
1000003974,BUS101,Business & Economics,2024,T2,2024-07-11,2024-11-05,0.125,S02,In Progress,Online
1000003974,EDUC301,Education,2024,T2,2024-07-06,2024-11-10,0.125,S02,Passed,On-campus
1000003975,ENGI301,Science & Technology,2024,T2,2024-07-07,2024-11-10,0.25,S13,Passed,Blended
1000003975,HLTH201,Health Sciences,2024,T3,2024-11-10,2024-12-17,0.125,S03,Passed,Blended
1000003976,MAOR101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-14,0.125,S05,In Progress,On-campus
1000003976,EDUC101,Education,2024,T2,2024-07-07,2024-11-11,0.125,S03,Failed,Online
1000003976,MBA501,Business & Economics,2024,T1,2024-02-23,2024-06-12,0.25,S03,Passed,Online
1000003977,MAOR101,Arts & Social Sciences,2024,T3,2024-11-13,2024-12-19,0.125,S02,Passed,Online
1000003977,HIST201,Arts & Social Sciences,2024,T3,2024-11-10,2024-12-17,0.125,S03,Withdrew,On-campus
1000003978,ACCT101,Business & Economics,2024,T2,2024-07-05,2024-11-09,0.125,S02,Passed,On-campus
1000003978,MBA501,Business & Economics,2024,T1,2024-02-20,2024-06-16,0.25,S02,Passed,On-campus
1000003979,BUS101,Business & Economics,2024,T2,2024-07-06,2024-11-11,0.125,S03,Passed,On-campus
1000003980,FDTN002,Foundation Studies,2024,T1,2024-02-22,2024-06-12,0.125,S05,In Progress,Blended
1000003980,COMP301,Science & Technology,2024,FY,2024-02-21,2024-11-05,0.125,S03,In Progress,On-campus
1000003980,MBA501,Business & Economics,2024,T2,2024-07-07,2024-11-10,0.25,S13,Passed,On-campus
1000003981,COMP201,Science & Technology,2024,T1,2024-02-22,2024-06-17,0.125,S03,Passed,On-campus
1000003981,HIST201,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-08,0.125,S03,Passed,On-campus
1000003981,HLTH201,Health Sciences,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,Online
1000003982,FDTN001,Foundation Studies,2024,T1,2024-02-18,2024-06-16,0.25,S12,In Progress,Blended
1000003982,STAT101,Science & Technology,2024,T1,2024-02-17,2024-06-16,0.125,S03,In Progress,On-campus
1000003983,MAOR101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-11,0.125,S03,Passed,On-campus
1000003983,HIST201,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-15,0.125,S02,In Progress,Blended
1000003984,BUS301,Business & Economics,2024,T2,2024-07-09,2024-11-11,0.125,S02,Withdrew,On-campus
1000003985,HLTH201,Health Sciences,2024,T1,2024-02-18,2024-06-11,0.125,S02,Passed,Blended
1000003985,HIST201,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-17,0.125,S03,Passed,Online
1000003985,SOCI101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-06,0.125,S02,Passed,Online
1000003986,TEAC401,Education,2024,T1,2024-02-22,2024-06-12,0.25,S02,Passed,On-campus
1000003987,MIDW101,Health Sciences,2024,T2,2024-07-05,2024-11-08,0.25,S09,Passed,Blended
1000003987,PSYC101,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-07,0.125,S02,In Progress,Online
1000003987,PHAR301,Health Sciences,2024,T2,2024-07-07,2024-11-05,0.125,S02,Passed,Online
1000003988,MBA501,Business & Economics,2024,T1,2024-02-19,2024-06-12,0.25,S03,In Progress,On-campus
1000003989,COMP101,Science & Technology,2024,T2,2024-07-10,2024-11-08,0.125,S02,Passed,On-campus
1000003989,BUS301,Business & Economics,2024,T2,2024-07-10,2024-11-11,0.125,S03,Withdrew,Online
1000003990,PSYC101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-12,0.125,S03,Passed,Blended
1000003991,BUS101,Business & Economics,2024,T1,2024-02-22,2024-06-14,0.125,S03,Withdrew,Online
1000003991,ENGL101,Arts & Social Sciences,2024,T3,2024-11-10,2024-12-19,0.125,S02,Passed,On-campus
1000003992,NURS101,Health Sciences,2024,T1,2024-02-21,2024-06-16,0.25,S02,In Progress,Online
1000003992,MAOR101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-14,0.125,S05,Withdrew,On-campus
1000003992,HIST201,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-11,0.125,S02,In Progress,On-campus
1000003992,COMP101,Science & Technology,2024,T2,2024-07-07,2024-11-09,0.125,S03,Passed,On-campus
1000003993,ACCT101,Business & Economics,2024,T2,2024-07-08,2024-11-07,0.125,S03,Passed,On-campus
1000003993,MBA501,Business & Economics,2024,T1,2024-02-23,2024-06-11,0.25,S13,Passed,On-campus
1000003994,NURS101,Health Sciences,2024,T2,2024-07-11,2024-11-09,0.25,S09,Passed,On-campus
1000003994,COMP101,Science & Technology,2024,T1,2024-02-19,2024-06-11,0.125,S02,Withdrew,Blended
1000003995,HLTH201,Health Sciences,2024,T1,2024-02-21,2024-06-16,0.125,S03,Passed,On-campus
1000003995,SOCI101,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-10,0.125,S02,Failed,Online
1000003996,NURS101,Health Sciences,2024,T1,2024-02-23,2024-06-17,0.25,S02,Passed,On-campus
1000003996,ENGI301,Science & Technology,2024,T1,2024-02-23,2024-06-16,0.25,S02,Passed,Blended
1000003996,FDTN001,Foundation Studies,2024,T2,2024-07-07,2024-11-06,0.25,S12,Passed,Blended
1000003997,STAT101,Science & Technology,2024,T1,2024-02-23,2024-06-13,0.125,S02,Failed,Online
1000003998,PSYC101,Arts & Social Sciences,2024,FY,2024-02-22,2024-11-07,0.125,S03,Passed,Online
1000003998,MAOR101,Arts & Social Sciences,2024,T3,2024-11-08,2024-12-17,0.125,S05,Passed,Blended
1000003998,FDTN001,Foundation Studies,2024,T1,2024-02-20,2024-06-16,0.25,S02,In Progress,On-campus
1000003998,STAT101,Science & Technology,2024,T1,2024-02-18,2024-06-14,0.125,S03,Passed,Online
1000003999,FDTN001,Foundation Studies,2024,T2,2024-07-09,2024-11-08,0.25,S02,Passed,Online
1000003999,STAT101,Science & Technology,2024,T1,2024-02-21,2024-06-15,0.125,S03,Passed,Blended
1000004000,PSYC101,Arts & Social Sciences,2024,T2,2024-07-09,2024-11-11,0.125,S02,Passed,Online
1000004000,ACCT101,Business & Economics,2024,T1,2024-02-22,2024-06-17,0.125,S02,Passed,On-campus
1000004000,MAOR101,Arts & Social Sciences,2024,T2,2024-07-06,2024-11-07,0.125,S02,Passed,Blended
1000004001,TEAC401,Education,2024,T3,2024-11-10,2024-12-22,0.25,S03,Withdrew,Blended
1000004001,ACCT101,Business & Economics,2024,T2,2024-07-07,2024-11-08,0.125,S02,Passed,Online
1000004001,DATA201,Science & Technology,2024,T1,2024-02-21,2024-06-13,0.125,S03,Passed,On-campus
1000004001,BUS101,Business & Economics,2024,FY,2024-02-19,2024-11-06,0.125,S02,Passed,On-campus
1000004002,NURS101,Health Sciences,2024,T1,2024-02-19,2024-06-13,0.25,S03,In Progress,Online
1000004002,COMP201,Science & Technology,2024,T2,2024-07-11,2024-11-05,0.125,S02,Withdrew,On-campus
1000004002,FDTN002,Foundation Studies,2024,T1,2024-02-22,2024-06-15,0.125,S12,Passed,On-campus
1000004003,STAT101,Science & Technology,2024,T2,2024-07-06,2024-11-05,0.125,S02,Passed,On-campus
1000004004,COMP201,Science & Technology,2024,T3,2024-11-11,2024-12-21,0.125,S03,In Progress,On-campus
1000004004,MAOR101,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-08,0.125,S05,Passed,On-campus
1000004005,MAOR101,Arts & Social Sciences,2024,FY,2024-02-19,2024-11-10,0.125,S05,Passed,Blended
1000004006,MAOR101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-12,0.125,S02,Passed,Online
1000004006,BUS201,Business & Economics,2024,FY,2024-02-19,2024-11-11,0.125,S02,Withdrew,On-campus
1000004006,ENGL101,Arts & Social Sciences,2024,T3,2024-11-12,2024-12-20,0.125,S03,Passed,On-campus
1000004007,EDUC101,Education,2024,T1,2024-02-18,2024-06-12,0.125,S03,Withdrew,On-campus
1000004007,STAT101,Science & Technology,2024,T3,2024-11-12,2024-12-20,0.125,S03,Withdrew,Blended
1000004007,HIST201,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-09,0.125,S03,Passed,On-campus
1000004007,BUS301,Business & Economics,2024,T1,2024-02-21,2024-06-17,0.125,S03,Passed,On-campus
1000004008,PSYC101,Arts & Social Sciences,2024,FY,2024-02-17,2024-11-05,0.125,S02,Passed,Blended
1000004008,NURS101,Health Sciences,2024,T2,2024-07-10,2024-11-07,0.25,S03,Passed,Online
1000004009,BUS201,Business & Economics,2024,T2,2024-07-11,2024-11-06,0.125,S03,Withdrew,On-campus
1000004009,EDUC101,Education,2024,T2,2024-07-08,2024-11-09,0.125,S02,Withdrew,Blended
1000004010,COMP301,Science & Technology,2024,T2,2024-07-09,2024-11-09,0.125,S03,In Progress,On-campus
1000004010,BUS301,Business & Economics,2024,FY,2024-02-17,2024-02-07,0.125,S02,Passed,On-campus
1000004011,MBA501,Business & Economics,2024,T1,2024-02-17,2024-06-13,0.25,S03,Passed,On-campus
1000004011,ECON201,Business & Economics,2024,T3,2024-11-11,2024-12-22,0.125,S02,Withdrew,On-campus
1000004011,HLTH201,Health Sciences,2024,T1,2024-02-23,2024-06-14,0.125,S09,Passed,On-campus
1000004012,DATA201,Science & Technology,2024,T2,2024-07-07,2024-11-08,0.125,S03,In Progress,On-campus
1000004012,EDUC301,Education,2024,FY,2024-02-23,2024-11-11,0.125,S05,Passed,Blended
1000004012,MAOR101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-06,0.125,S05,Passed,Online
1000004013,EDUC301,Education,2024,T1,2024-02-21,2024-06-17,0.125,S02,Withdrew,On-campus
1000004013,COMP101,Science & Technology,2024,T1,2024-02-22,2024-06-13,0.125,S03,Withdrew,Online
1000004014,EDUC101,Education,2024,T1,2024-02-22,2024-06-16,0.125,S05,Passed,Online
1000004014,STAT101,Science & Technology,2024,T2,2024-07-11,2024-11-06,0.125,S02,Withdrew,On-campus
1000004015,MAOR101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-07,0.125,S03,Passed,On-campus
1000004015,COMP201,Science & Technology,2024,T2,2024-07-05,2024-11-06,0.125,S03,Withdrew,Online
1000004016,COMP101,Science & Technology,2024,T1,2024-02-23,2024-06-13,0.125,S03,Passed,On-campus
1000004017,STAT101,Science & Technology,2024,T1,2024-02-19,2024-06-16,0.125,S02,In Progress,On-campus
1000004017,BUS101,Business & Economics,2024,T2,2024-07-05,2024-11-05,0.125,S03,Passed,Blended
1000004018,NURS101,Health Sciences,2024,T1,2024-02-22,2024-06-11,0.25,S02,Withdrew,Blended
1000004018,HIST201,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-16,0.125,S02,Passed,Online
1000004019,DATA201,Science & Technology,2024,T2,2024-07-07,2024-11-05,0.125,S03,Passed,On-campus
1000004019,COMP101,Science & Technology,2024,T2,2024-07-10,2024-11-06,0.125,S02,Passed,On-campus
1000004019,NURS101,Health Sciences,2024,T2,2024-07-06,2024-11-05,0.25,S09,Passed,Online
1000004020,HLTH201,Health Sciences,2024,T1,2024-02-22,2024-06-17,0.125,S02,Passed,Online
1000004020,EDUC301,Education,2024,T2,2024-07-09,2024-11-05,0.125,S03,Passed,On-campus
1000004021,ACCT101,Business & Economics,2024,T2,2024-07-05,2024-11-11,0.125,S03,Failed,On-campus
1000004022,PSYC101,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-12,0.125,S03,Passed,On-campus
1000004023,EDUC301,Education,2024,T1,2024-02-21,2024-06-16,0.125,S03,Passed,Blended
1000004023,ECON201,Business & Economics,2024,T2,2024-07-10,2024-11-09,0.125,S02,Passed,On-campus
1000004024,BUS101,Business & Economics,2024,T2,2024-07-07,2024-11-06,0.125,S02,Passed,Online
1000004025,ENGL101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-12,0.125,S03,Passed,Online
1000004025,BUS201,Business & Economics,2024,T1,2024-02-17,2024-06-15,0.125,S03,Withdrew,On-campus
1000004026,TEAC401,Education,2024,T1,2024-02-21,2024-06-11,0.25,S02,Withdrew,On-campus
1000004026,FDTN001,Foundation Studies,2024,FY,2024-02-17,2024-11-05,0.25,S05,Passed,Online
1000004026,BUS301,Business & Economics,2024,T1,2024-02-23,2024-06-11,0.125,S03,Passed,On-campus
1000004026,MBA501,Business & Economics,2024,T2,2024-07-11,2024-11-07,0.25,S03,Withdrew,Blended
1000004027,ACCT101,Business & Economics,2024,T1,2024-02-20,2024-06-16,0.125,S03,Passed,Online
1000004027,EDUC301,Education,2024,FY,2024-02-19,2024-11-11,0.125,S05,Failed,On-campus
1000004028,MAOR101,Arts & Social Sciences,2024,FY,2024-02-23,2024-11-05,0.125,S02,In Progress,Online
1000004028,PSYC101,Arts & Social Sciences,2024,FY,2024-02-17,2024-11-09,0.125,S02,Passed,Online
1000004029,COMP201,Science & Technology,2024,T1,2024-02-19,2024-06-11,0.125,S03,Withdrew,On-campus
1000004029,PSYC101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-13,0.125,S03,Passed,Blended
1000004029,EDUC101,Education,2024,T2,2024-07-05,2024-11-11,0.125,S05,Passed,On-campus
1000004029,PHAR301,Health Sciences,2024,T1,2024-02-17,2024-06-12,0.125,S03,Passed,Blended
1000004030,ECON201,Business & Economics,2024,T2,2024-07-06,2024-11-08,0.125,S02,In Progress,Online
1000004030,MAOR101,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-07,0.125,S03,In Progress,On-campus
1000004031,ECON201,Business & Economics,2024,T1,2024-02-23,2024-06-13,0.125,S02,Passed,On-campus
1000004031,BUS101,Business & Economics,2024,T3,2024-11-14,2024-12-17,0.125,S02,Passed,Online
1000004031,NURS101,Health Sciences,2024,FY,2024-02-17,2024-11-07,0.25,S03,Passed,On-campus
1000004032,MAOR101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-06,0.125,S02,Failed,On-campus
1000004033,MAOR101,Arts & Social Sciences,2024,T3,2024-11-08,2024-12-22,0.125,S02,In Progress,On-campus
1000004033,ACCT101,Business & Economics,2024,T1,2024-02-19,2024-06-16,0.125,S03,Passed,On-campus
1000004034,COMP301,Science & Technology,2024,T1,2024-02-20,2024-06-13,0.125,S03,Passed,Online
1000004034,HIST201,Arts & Social Sciences,2024,T1,2024-02-23,2024-06-13,0.125,S03,Passed,On-campus
1000004034,STAT101,Science & Technology,2024,FY,2024-02-18,2024-11-07,0.125,S02,Passed,On-campus
1000004035,PSYC101,Arts & Social Sciences,2024,T1,2024-02-20,2024-06-12,0.125,S02,Passed,On-campus
1000004036,SOCI101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-07,0.125,S03,Passed,Blended
1000004036,TEAC401,Education,2024,FY,2024-02-22,2024-11-11,0.25,S02,Passed,Online
1000004036,FDTN001,Foundation Studies,2024,T2,2024-07-05,2024-11-11,0.25,S12,Passed,Online
1000004037,DATA201,Science & Technology,2024,T2,2024-07-07,2024-11-06,0.125,S03,In Progress,On-campus
1000004037,BUS301,Business & Economics,2024,FY,2024-02-22,2024-11-06,0.125,S02,Passed,Online
1000004037,BUS201,Business & Economics,2024,T2,2024-07-06,2024-11-05,0.125,S03,In Progress,On-campus
1000004038,COMP101,Science & Technology,2024,T2,2024-07-05,2024-11-05,0.125,S03,Passed,On-campus
1000004038,PSYC101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-16,0.125,S02,Passed,Online
1000004038,ENGI301,Science & Technology,2024,T1,2024-02-22,2024-06-16,0.25,S03,Passed,Online
1000004039,SOCI101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-10,0.125,S03,Passed,Blended
1000004039,COMP301,Science & Technology,2024,FY,2024-02-23,2024-11-05,0.125,S02,Passed,On-campus
1000004040,STAT101,Science & Technology,2024,T2,2024-07-08,2024-11-06,0.125,S03,Passed,On-campus
1000004040,PSYC101,Arts & Social Sciences,2024,T1,2024-02-20,2024-06-17,0.125,S03,Withdrew,On-campus
1000004040,EDUC301,Education,2024,T3,2024-11-11,2024-12-17,0.125,S03,Passed,Blended
1000004041,FDTN001,Foundation Studies,2024,T2,2024-07-08,2024-11-08,0.25,S12,Passed,On-campus
1000004042,EDUC301,Education,2024,T2,2024-07-07,2024-11-07,0.125,S03,Withdrew,Online
1000004042,COMP201,Science & Technology,2024,T1,2024-02-20,2024-06-16,0.125,S03,Withdrew,On-campus
1000004042,STAT101,Science & Technology,2024,T1,2024-02-22,2024-06-12,0.125,S03,Passed,On-campus
1000004043,ENGL101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-13,0.125,S03,Passed,Blended
1000004043,PSYC101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-11,0.125,S03,Withdrew,Online
1000004044,SOCI101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-11,0.125,S03,In Progress,On-campus
1000004044,EDUC301,Education,2024,T2,2024-07-05,2024-11-10,0.125,S02,Passed,On-campus
1000004045,BUS101,Business & Economics,2024,T2,2024-07-07,2024-11-11,0.125,S02,In Progress,On-campus
1000004045,MBA501,Business & Economics,2024,T2,2024-07-07,2024-11-11,0.25,S13,Passed,Blended
1000004045,SOCI101,Arts & Social Sciences,2024,T1,2024-02-20,2024-06-17,0.125,S03,Failed,Online
1000004046,TEAC401,Education,2024,T1,2024-02-18,2024-06-12,0.25,S02,Passed,On-campus
1000004046,COMP201,Science & Technology,2024,T1,2024-02-18,2024-06-12,0.125,S03,Failed,On-campus
1000004046,BUS101,Business & Economics,2024,T3,2024-11-11,2024-12-19,0.125,S02,Passed,Online
1000004047,FDTN001,Foundation Studies,2024,T1,2024-02-18,2024-06-13,0.25,S12,Passed,Online
1000004047,BUS101,Business & Economics,2024,T1,2024-02-22,2024-06-16,0.125,S02,Passed,On-campus
1000004048,ENGI301,Science & Technology,2024,FY,2024-02-17,2024-11-07,0.25,S13,Passed,On-campus
1000004049,EDUC101,Education,2024,T2,2024-07-05,2024-11-11,0.125,S05,Failed,Online
1000004050,ECON201,Business & Economics,2024,T2,2024-07-05,2024-11-08,0.125,S02,Withdrew,Online
1000004050,PSYC101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-12,0.125,S03,Passed,Online
1000004051,ENGI301,Science & Technology,2024,T1,2024-02-23,2024-06-17,0.25,S02,In Progress,Online
1000004052,TEAC401,Education,2024,T1,2024-02-21,2024-06-11,0.25,S03,In Progress,On-campus
1000004053,BUS301,Business & Economics,2024,T2,2024-07-10,2024-11-07,0.125,S03,In Progress,On-campus
1000004053,HIST201,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-11,0.125,S02,Withdrew,Blended
1000004053,BUS101,Business & Economics,2024,T1,2024-02-20,2024-06-17,0.125,S02,In Progress,On-campus
1000004054,FDTN002,Foundation Studies,2024,T1,2024-02-19,2024-06-15,0.125,S02,Passed,Blended
1000004054,PSYC101,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-12,0.125,S02,Withdrew,Online
1000004054,MAOR101,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-09,0.125,S05,Passed,Online
1000004055,FDTN002,Foundation Studies,2024,T2,2024-07-08,2024-11-06,0.125,S05,Failed,On-campus
1000004056,STAT101,Science & Technology,2024,T1,2024-02-21,2024-06-13,0.125,S03,Passed,Online
1000004056,PHAR301,Health Sciences,2024,FY,2024-02-23,2024-11-07,0.125,S03,In Progress,On-campus
1000004057,FDTN001,Foundation Studies,2024,T1,2024-02-20,2024-06-11,0.25,S12,In Progress,Online
1000004057,MAOR101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-14,0.125,S02,Failed,On-campus
1000004057,COMP101,Science & Technology,2024,T2,2024-07-10,2024-11-08,0.125,S03,Passed,Blended
1000004058,PHAR301,Health Sciences,2024,T2,2024-07-11,2024-11-05,0.125,S02,In Progress,On-campus
1000004059,BUS301,Business & Economics,2024,T2,2024-07-08,2024-11-06,0.125,S02,Passed,Blended
1000004059,SOCI101,Arts & Social Sciences,2024,T2,2024-07-11,2024-11-08,0.125,S03,Passed,Online
1000004060,MIDW101,Health Sciences,2024,FY,2024-02-20,2024-11-09,0.25,S02,In Progress,On-campus
1000004060,PSYC101,Arts & Social Sciences,2024,FY,2024-02-21,2024-11-09,0.125,S02,Withdrew,Online
1000004060,ENGI301,Science & Technology,2024,T2,2024-07-07,2024-11-08,0.25,S02,Passed,On-campus
1000004061,BUS201,Business & Economics,2024,T1,2024-02-22,2024-06-13,0.125,S02,Passed,On-campus
1000004061,COMP201,Science & Technology,2024,T1,2024-02-17,2024-06-16,0.125,S02,Withdrew,Blended
1000004062,STAT101,Science & Technology,2024,FY,2024-02-18,2024-11-08,0.125,S03,Passed,Online
1000004062,HLTH201,Health Sciences,2024,T1,2024-02-22,2024-06-15,0.125,S09,In Progress,Online
1000004063,EDUC101,Education,2024,T1,2024-02-17,2024-06-13,0.125,S02,Passed,On-campus
1000004064,FDTN001,Foundation Studies,2024,T2,2024-07-10,2024-11-09,0.25,S02,In Progress,On-campus
1000004065,NURS101,Health Sciences,2024,T1,2024-02-21,2024-06-14,0.25,S02,Failed,Online
1000004065,PHAR301,Health Sciences,2024,T2,2024-07-11,2024-11-09,0.125,S02,Passed,On-campus
1000004065,EDUC101,Education,2024,T2,2024-07-11,2024-11-06,0.125,S05,In Progress,Online
1000004066,NURS101,Health Sciences,2024,T3,2024-11-13,2024-12-19,0.25,S02,Passed,On-campus
1000004067,STAT101,Science & Technology,2024,T2,2024-07-07,2024-11-07,0.125,S02,In Progress,Online
1000004068,COMP301,Science & Technology,2024,T1,2024-02-21,2024-06-12,0.125,S03,Passed,On-campus
1000004068,DATA201,Science & Technology,2024,T1,2024-02-18,2024-06-12,0.125,S03,In Progress,Online
